giorno;anno;zona;temp-minima;temp-massima;umidita;pioggia
264;2013;Bordo lago;0.5517287185185222;13.698081969708749;22;6.314879627446521
268;2010;Ponte nuovo;0.3082241093705551;22.342138341755014;11;0.29852474944061935
112;2010;Bordo lago;23.447057405091478;35.93524745571799;41;5.225830845847439
203;2017;Ponte nuovo;18.21174399972251;56.14133383015016;32;4.251594130379095
124;2014;Centro storico;23.588883109612887;36.973881664902564;39;3.783215105168252
284;2020;Ponte nuovo;-3.4840051457407206;27.38806010156369;1;6.124785281122994
231;2014;Ponte nuovo;9.292655466354057;27.270859650967225;20;4.72845981229954
248;2016;Bordo lago;6.060712182696517;52.27970003033905;14;1.6522889194446968
123;2014;Ponte nuovo;23.6269564330729;80.73714548969036;34;1.6410706987890245
299;2016;Mura antiche;-5.544235236269016;20.88969080194549;3;4.784522576620384
363;2010;Ponte nuovo;-1.1068064736421492;3.7558600433252405;9;2.8079128834530067
211;2015;Mura antiche;15.018388034963122;36.69525909377375;21;6.7893923172439665
117;2016;Mura antiche;23.766839507220343;36.23702908646887;52;5.532327152346356
317;2015;Bordo lago;-4.879462118296522;32.123779813060594;9;5.149019331140038
278;2016;Ponte nuovo;1.253445198765424;40.084363555835026;25;4.719435601895073
142;2017;Centro storico;25.723330528858185;76.72070058645974;45;3.584346496237052
289;2017;Ponte nuovo;-1.318675100837009;2.45521627771625;17;5.6281510353840485
329;2011;Mura antiche;-5.132642995036075;44.59104820204713;14;4.9224401339685295
344;2011;Centro storico;-5.276292297523294;36.94977835568857;12;3.276481238810643
94;2015;Mura antiche;22.03157711512744;72.83022120246551;34;5.548413325784798
90;2012;Ponte nuovo;19.070389603176253;22.046815731788307;31;1.4906092451279527
258;2011;Ponte nuovo;3.806066673714233;19.998232016485808;14;4.500925687457352
156;2011;Mura antiche;22.281643781149807;22.53483722604676;37;3.5893793236631475
208;2012;Mura antiche;17.27044740396387;42.57156972802016;34;3.5175460528720945
202;2018;Ponte nuovo;15.769165684399681;28.66034076808183;41;3.842569201869423
351;2018;Centro storico;-3.424798430913014;43.11516881045971;;3.1981963587316278
171;2011;Mura antiche;22.70236192930165;49.079247813880635;33;4.712700222882285
353;2019;Ponte nuovo;-2.980670238359551;10.62921693157274;25;-0.3852924268566875
174;2015;Bordo lago;21.353066068976304;46.766650059403744;43;6.668351518676003
231;2012;Bordo lago;10.373916768992908;38.49976935958352;22;6.373794309241541
182;2019;Bordo lago;21.451362648342165;68.10450654648365;22;7.307751512143222
166;2017;Ponte nuovo;23.155376547571855;88.89418678869069;29;4.281911175250086
364;2018;Ponte nuovo;-0.8564895061228016;28.6935946440148;24;2.200676441169061
168;2010;Centro storico;23.598764795402698;53.81819761237067;27;3.888954325069618
259;2015;Centro storico;3.170019849828245;15.059918818642734;20;4.80917908343489
92;2017;Bordo lago;18.28348051935265;21.632869034221237;26;5.817611834309556
162;2019;Ponte nuovo;24.104473218691346;48.70616569929549;25;5.694180213424882
47;2016;Bordo lago;9.135589214477397;27.432594930164107;41;0.47274477564874173
220;2011;Bordo lago;14.644645057752273;30.037507148875783;18;2.694692249284357
29;2015;Ponte nuovo;2.94891994884068;26.165239512314333;18;2.892015474933576
333;2015;Mura antiche;-4.89544390181101;7.101005912288764;10;5.050545515624721
206;2017;Mura antiche;13.993014638620842;14.777820674712798;26;3.5965768072584776
155;2017;Ponte nuovo;24.7152348016703;26.24177936887324;36;1.7384573630097369
358;2018;Ponte nuovo;-1.1650557491627853;50.09110501022883;;3.6003668688116846
31;2017;Mura antiche;5.961811966931229;15.947333802274162;25;6.035978920744602
227;2016;Ponte nuovo;10.604313840543998;17.234617453998062;14;1.1821735956763346
202;2011;Bordo lago;18.149553621280155;27.156831550955893;38;1.9519903349771726
327;2016;Ponte nuovo;-4.14937599000803;20.249368400733708;11;0.7861069728540704
60;2015;Bordo lago;14.959928467893539;19.217460458073298;41;2.3624607553053014
186;2012;Ponte nuovo;19.269809230036966;29.264138400092172;32;5.30473193738373
102;2014;Bordo lago;23.859074354846058;25.659105057793962;46;3.949856575796039
114;2010;Bordo lago;24.593210421106605;30.784483349692678;49;9.768971535581027
359;2015;Mura antiche;-0.7948262013146428;28.706749039333925;8;3.5936739236952726
348;2018;Ponte nuovo;-3.391540335288362;62.83221515837993;15;0.686637022586388
362;2013;Ponte nuovo;-2.7842077228298736;14.433496795371951;4;5.057569027654793
318;2020;Mura antiche;-4.592279342445819;47.09643198875031;15;5.200440764505845
51;2016;Centro storico;11.139220222903813;39.62835130138231;28;2.772599329678772
52;2015;Bordo lago;10.956380319685882;31.310612964120942;19;6.124862415781136
134;2016;Ponte nuovo;23.968738096180076;35.99623358711058;42;6.857143137292044
360;2014;Centro storico;-2.3576726758489106;65.5254290120044;17;0.79755756705566
129;2018;Centro storico;25.11255615147781;51.164461797849924;31;3.761620902819356
333;2010;Centro storico;-4.095083061261528;35.693143726258235;10;3.9188281101004887
263;2014;Centro storico;1.4366529203691747;95.1077037208053;29;3.0103154363588738
332;2014;Mura antiche;-4.813117173588207;37.66670224619655;9;2.5907440334597247
224;2020;Bordo lago;12.402654153731627;40.062817010837925;29;5.408343020598181
251;2017;Centro storico;6.66944550198566;9.22469623212492;28;2.656402280477152
90;2020;Centro storico;19.02143176673059;43.25375745499075;33;2.4266857478873636
167;2012;Bordo lago;23.49237955667379;24.548642867415964;29;2.200050382885613
280;2015;Bordo lago;-0.8350866939948614;3.7497709760304776;6;1.721419113719434
38;2018;Centro storico;9.551006841838099;10.645524418059509;16;5.675458310923197
18;2011;Ponte nuovo;0.5050672289471545;35.52365288265044;8;1.1502541699870439
333;2016;Ponte nuovo;-6.04001723205286;38.75654868502631;2;5.619616220580691
145;2015;Mura antiche;23.75946010800433;48.04856722322231;36;2.087963310396301
175;2013;Bordo lago;21.90194064256905;70.62308418702285;37;7.008885668631946
167;2020;Mura antiche;24.021183094553948;37.40648054386371;42;4.9171126182722364
221;2011;Mura antiche;13.825972151477686;16.067543735638072;33;6.266688741525309
271;2016;Bordo lago;0.593024030336591;5.569398493905388;15;2.68471785550362
253;2016;Ponte nuovo;5.180868599336752;66.21840730902066;15;6.757951140620392
117;2012;Ponte nuovo;23.81494504299271;28.012081903631096;39;1.2637421022788593
203;2013;Centro storico;16.976061505922722;59.88311185495741;16;2.0101150990795795
192;2014;Mura antiche;19.686614455567007;43.31828068517939;29;4.137877237391079
58;2013;Bordo lago;11.818644165754701;27.95681977537858;30;5.219132956983895
25;2013;Bordo lago;3.934656237651401;41.04816808880043;29;-0.25715498229013356
208;2015;Ponte nuovo;17.39114291121951;29.117434229582237;41;4.077047521902823
91;2010;Bordo lago;16.812735433244164;25.31860140131383;30;3.1886025014158665
263;2014;Centro storico;0.8802882547292994;5.072675934802048;14;4.011031336621055
185;2020;Centro storico;19.041966265078486;32.913510047013816;31;6.745586739412655
56;2017;Ponte nuovo;11.993124916780715;50.144060823288825;13;4.450554876174666
263;2016;Bordo lago;0.42695792027099255;15.042906767156804;18;-1.0574336051828972
228;2016;Centro storico;12.408967286627023;27.797062893169283;27;5.053690142920398
141;2020;Centro storico;25.709209189488025;27.260843863465045;49;4.493598260409284
84;2015;Mura antiche;16.261785084621952;56.68754326713909;18;6.455081812538207
290;2010;Bordo lago;-3.1764407987862495;3.3058471809478625;12;3.4821135539104584
261;2018;Mura antiche;2.5144307350774056;19.387136346207182;22;6.397938125145919
117;2012;Ponte nuovo;23.998711100329565;30.429249534812545;37;5.288396377795192
148;2016;Mura antiche;26.383677191473296;43.00772682076656;38;3.550787263186938
332;2012;Mura antiche;-6.618359119876717;15.879557213180373;7;4.5220507161255785
70;2019;Bordo lago;14.504816737351018;79.91409679732992;27;5.913076410775455
35;2011;Mura antiche;7.59366494860117;23.925638674398495;38;5.937547409995203
196;2010;Bordo lago;20.24496506429829;40.07922647062108;37;2.1663361978858218
37;2020;Centro storico;7.883137010369135;13.232030736445838;9;5.2640778724059905
297;2019;Mura antiche;-1.6341610907914899;30.388540207126187;16;5.410218524280173
202;2013;Mura antiche;18.289397940374688;21.519179131456596;42;4.365730331115106
32;2011;Centro storico;3.4782319056320015;19.440762429110862;29;0.49464161293441666
234;2017;Mura antiche;9.604312283592776;28.892079202575204;25;4.009047317346997
193;2018;Mura antiche;17.125874016603973;52.272322648848075;27;1.6745783248103385
271;2020;Ponte nuovo;1.333377574708392;2.202167891204989;24;4.743262001198802
237;2011;Bordo lago;7.6541116415033335;16.452723824542343;17;5.21956228441671
209;2018;Bordo lago;15.819532606493985;32.07075857977604;31;4.875253699403966
78;2018;Centro storico;15.832670294967926;46.28927431881985;20;2.697888870438755
16;2014;Centro storico;2.5128752517429414;61.3879780381281;12;0.30777496113367553
83;2010;Mura antiche;17.970531986063854;41.739972617631246;20;8.761875360132354
359;2015;Bordo lago;-1.7613231239203548;20.998839108329097;10;7.220692328762589
56;2010;Mura antiche;10.205963477877177;27.453329465471974;22;4.899890365524441
334;2019;Ponte nuovo;-4.0343082406969595;22.671592322352808;;5.723256396869592
250;2020;Ponte nuovo;6.343857224020576;57.50197055992;14;3.2008292488458663
261;2013;Centro storico;3.158805169234033;19.093408578927114;23;4.949188125986593
217;2011;Bordo lago;13.194929576874769;26.42434149238357;34;1.9994305567732469
10;2013;Bordo lago;0.4547501063781777;4.940669860171499;;2.9558808651381954
203;2020;Ponte nuovo;17.239022844571778;51.725650768490475;31;3.928561160920661
54;2015;Mura antiche;11.563429094844068;22.63502327036594;23;3.375817293007245
193;2016;Bordo lago;19.196285559574;41.20105954859107;31;4.461863004384529
163;2015;Mura antiche;23.750092588243266;50.715728709563116;40;3.0383866735528304
232;2015;Mura antiche;10.311458483250917;25.808058421568017;35;3.304406274234676
180;2016;Centro storico;21.906151682501697;64.7324003371823;42;3.584721257639254
57;2020;Mura antiche;11.80074526258537;31.71383296112272;26;7.502800847668048
314;2012;Centro storico;-2.1443011446815716;13.010429243152702;19;6.9148380964964655
171;2011;Ponte nuovo;22.670550685252287;36.199324690400054;20;5.534328340910216
110;2011;Bordo lago;23.010944343930753;30.480636816727237;45;7.846363072881214
300;2012;Ponte nuovo;-4.676391914666816;-3.6051281572334344;6;3.50399764498545
84;2013;Centro storico;18.31944990157854;36.40602788698636;25;0.6934712578571505
342;2016;Centro storico;-5.813391556216282;20.401758824304277;18;3.7412756446185855
252;2015;Centro storico;4.24276812228289;64.27792803541476;17;3.035941200403379
254;2018;Ponte nuovo;3.2878923586276;9.38669356761337;14;4.055832021613765
129;2012;Mura antiche;26.258649344715593;56.7314901258525;39;2.9709838998395313
269;2019;Centro storico;0.930936647829196;11.107612666328421;5;4.715382420277834
147;2020;Ponte nuovo;25.063926396481776;27.221745741170086;35;5.277860480521345
73;2011;Centro storico;15.699008300988304;21.05053004396603;35;4.434313705930673
68;2016;Centro storico;14.373324720010372;15.732672899236121;30;3.787932563820048
241;2010;Bordo lago;7.582365418316643;33.47966851941339;36;7.823767999466979
298;2015;Bordo lago;-3.4653725104004196;61.973531346028714;7;4.611576122283856
338;2016;Bordo lago;-4.152165458333552;-0.8513309725674354;5;4.300620624439495
153;2015;Bordo lago;23.476407517170195;23.738751877593064;39;2.016772050079055
252;2019;Bordo lago;5.431620647020797;28.971879575344627;17;2.698175221277775
197;2018;Ponte nuovo;18.99319310593301;78.57143551728635;35;5.588735888533175
98;2015;Mura antiche;22.239455865760775;46.173531178986934;32;0.9672488600500233
